Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Cred_length,result
7982,22,14400,RENT,0,DEBTCONSOLIDATION,7200,11.71,1,0.5,4,N
7983,24,55000,MORTGAGE,3,VENTURE,5000,7.88,0,0.09,4,N
7984,22,20800,RENT,1,DEBTCONSOLIDATION,7200,6.91,1,0.35,4,N
7985,21,55000,MORTGAGE,5,EDUCATION,10500,7.51,0,0.19,3,N
7986,26,21600,RENT,9,VENTURE,7200,10.38,1,0.33,3,N
7987,25,22000,RENT,3,VENTURE,7200,5.79,1,0.33,2,N
7988,24,23000,RENT,1,DEBTCONSOLIDATION,7200,12.69,1,0.31,2,N
7989,23,55000,MORTGAGE,5,DEBTCONSOLIDATION,8000,13.85,0,0.15,4,N
7990,23,25000,RENT,0,EDUCATION,7200,12.68,0,0.29,4,N
7991,21,55000,MORTGAGE,0,PERSONAL,10000,10.25,0,0.18,2,N
7992,22,55000,MORTGAGE,6,PERSONAL,10000,10.62,0,0.18,2,N
7993,23,25200,RENT,7,EDUCATION,7200,11.86,1,0.29,4,N
7994,26,55000,OWN,10,VENTURE,14500,12.73,0,0.26,2,N
7995,23,27600,RENT,2,PERSONAL,7200,9.99,0,0.26,2,N
7996,22,27600,RENT,7,MEDICAL,7200,10.59,0,0.26,3,N
7997,22,49000,MORTGAGE,4,EDUCATION,8000,10.25,1,0.16,4,N
7998,24,55000,MORTGAGE,3,PERSONAL,6000,7.51,0,0.11,4,N
7999,23,55000,MORTGAGE,6,EDUCATION,8000,9.88,0,0.15,3,N
8000,22,30000,RENT,5,VENTURE,7200,11.71,0,0.24,3,N
8001,22,30000,RENT,7,MEDICAL,7200,8.9,1,0.24,2,N
8002,22,55000,MORTGAGE,6,PERSONAL,13000,13.85,0,0.24,3,N
8003,21,31700,RENT,0,DEBTCONSOLIDATION,7200,11.71,1,0.23,4,N
8004,24,31944,RENT,8,MEDICAL,7200,13.79,0,0.23,2,N
8005,21,32000,RENT,5,EDUCATION,7200,5.42,0,0.23,4,N
8006,25,32004,RENT,0,MEDICAL,7200,12.84,0,0.22,4,N
8007,25,55000,MORTGAGE,10,EDUCATION,15000,,0,0.27,3,Y
8008,25,32496,RENT,9,MEDICAL,7200,9.51,0,0.22,4,N
8009,22,55000,OWN,4,DEBTCONSOLIDATION,5000,14.61,0,0.09,2,Y
8010,22,55000,OWN,0,VENTURE,1000,8.59,0,0.02,3,N
8011,22,34000,RENT,5,VENTURE,7200,7.9,0,0.21,4,N
8012,23,49000,MORTGAGE,7,PERSONAL,15000,19.82,1,0.31,2,N
8013,26,34099,RENT,2,MEDICAL,7200,12.73,0,0.21,3,N
8014,25,35000,RENT,9,MEDICAL,7200,8.9,0,0.21,3,N
8015,23,55000,MORTGAGE,2,EDUCATION,7000,8.59,0,0.13,2,N
8016,24,55000,MORTGAGE,8,VENTURE,5500,8.59,0,0.1,3,N
8017,25,55000,MORTGAGE,9,PERSONAL,10200,8.94,0,0.19,3,N
8018,25,55000,OWN,9,EDUCATION,10000,13.57,0,0.18,2,Y
8019,22,55000,OWN,4,PERSONAL,2000,7.4,0,0.04,3,N
8020,21,35000,RENT,5,DEBTCONSOLIDATION,7200,12.69,0,0.21,3,N
8021,25,35004,RENT,0,PERSONAL,7200,9.99,0,0.21,4,N
8022,24,35004,RENT,6,MEDICAL,7200,,0,0.21,2,N
8023,23,31000,RENT,4,DEBTCONSOLIDATION,7200,14.54,1,0.23,3,N
8024,26,55000,MORTGAGE,0,MEDICAL,12500,,0,0.23,3,N
8025,25,37000,RENT,0,DEBTCONSOLIDATION,7200,11.34,0,0.19,2,Y
8026,24,37200,RENT,8,EDUCATION,7200,7.9,0,0.19,2,N
8027,24,37245,RENT,9,EDUCATION,7200,8.9,0,0.19,4,N
8028,23,38000,RENT,0,DEBTCONSOLIDATION,7200,7.9,0,0.19,4,N
8029,24,49000,MORTGAGE,0,MEDICAL,5000,12.18,1,0.1,3,N
8030,26,38400,RENT,2,MEDICAL,7200,9.91,0,0.19,2,N
8031,23,38896,RENT,2,PERSONAL,7200,13.48,0,0.19,3,Y
8032,22,40000,RENT,6,EDUCATION,7200,17.58,0,0.18,2,Y
8033,22,40000,RENT,3,PERSONAL,7200,18.79,0,0.18,3,N
8034,26,55000,MORTGAGE,8,VENTURE,7000,12.53,0,0.13,4,N
8035,26,55000,MORTGAGE,10,VENTURE,12500,8.94,0,0.23,2,N
8036,25,40000,RENT,1,EDUCATION,7200,9.88,0,0.18,4,N
8037,25,55000,MORTGAGE,1,DEBTCONSOLIDATION,2000,13.22,0,0.04,2,N
8038,24,41000,RENT,3,EDUCATION,7200,12.53,0,0.18,2,N
8039,22,55000,OWN,6,EDUCATION,4000,9.32,0,0.07,4,N
8040,21,42000,RENT,6,EDUCATION,7200,5.42,0,0.17,4,N
8041,23,55000,OWN,6,MEDICAL,18500,13.16,0,0.34,4,N
8042,23,42996,RENT,7,VENTURE,7200,8,0,0.17,2,N
8043,24,55000,MORTGAGE,2,HOMEIMPROVEMENT,8000,8,0,0.15,2,N
8044,24,43200,RENT,8,MEDICAL,7200,13.49,0,0.17,4,Y
8045,24,55000,MORTGAGE,2,VENTURE,6000,8,0,0.11,2,N
8046,26,55000,MORTGAGE,2,HOMEIMPROVEMENT,8500,12.21,0,0.15,2,N
8047,24,45000,RENT,3,DEBTCONSOLIDATION,7200,10.65,0,0.16,4,N
8048,21,45000,RENT,3,PERSONAL,7200,9.38,0,0.16,4,N
8049,22,39000,RENT,0,HOMEIMPROVEMENT,7200,9.45,1,0.18,3,N
8050,25,46000,RENT,5,DEBTCONSOLIDATION,7200,,0,0.16,3,Y
8051,22,48000,RENT,5,EDUCATION,7200,12.42,0,0.15,4,N
8052,23,48000,RENT,7,PERSONAL,7200,14.27,0,0.15,3,Y
8053,23,48000,RENT,7,PERSONAL,7200,11.71,0,0.15,2,N
8054,25,55000,MORTGAGE,2,EDUCATION,14000,15.68,0,0.25,4,Y
8055,22,48000,RENT,7,PERSONAL,7200,12.69,0,0.15,2,N
8056,22,48000,RENT,1,MEDICAL,7200,9.62,0,0.15,4,N
8057,22,49000,MORTGAGE,6,EDUCATION,10000,8,1,0.2,2,N
8058,25,48000,RENT,6,DEBTCONSOLIDATION,7200,11.36,0,0.15,3,N
8059,24,55000,MORTGAGE,8,PERSONAL,15000,,0,0.27,3,Y
8060,24,55000,MORTGAGE,4,DEBTCONSOLIDATION,1600,13.79,0,0.03,2,N
8061,24,49920,RENT,0,MEDICAL,7200,13.06,0,0.14,3,Y
8062,23,55000,OTHER,5,VENTURE,4000,9.32,0,0.07,2,N
8063,24,50000,RENT,0,VENTURE,7200,11.71,0,0.14,2,N
8064,22,50000,RENT,6,DEBTCONSOLIDATION,7200,,0,0.14,4,N
8065,22,49000,MORTGAGE,2,VENTURE,5000,11.28,1,0.1,4,Y
8066,25,50000,RENT,2,PERSONAL,7200,8.49,0,0.14,2,N
8067,25,50000,RENT,5,MEDICAL,7200,7.29,0,0.14,4,N
8068,24,50004,RENT,4,DEBTCONSOLIDATION,7200,12.84,0,0.14,3,Y
8069,25,55000,MORTGAGE,9,VENTURE,3600,11.34,0,0.07,4,Y
8070,24,49000,OTHER,1,PERSONAL,20000,11.34,1,0.41,4,Y
8071,23,55000,MORTGAGE,7,DEBTCONSOLIDATION,15000,9.2,0,0.27,4,N
8072,25,52000,RENT,3,EDUCATION,7200,12.69,0,0.14,3,N
8073,24,55000,MORTGAGE,1,HOMEIMPROVEMENT,5275,8.07,0,0.1,4,N
8074,24,54600,RENT,2,EDUCATION,7200,12.53,0,0.13,2,N
8075,23,55004,MORTGAGE,4,EDUCATION,9600,14.74,0,0.17,2,Y
8076,25,54990,RENT,4,DEBTCONSOLIDATION,7200,15.27,0,0.13,3,Y
8077,23,55008,OWN,5,MEDICAL,10500,13.16,0,0.19,4,Y
8078,24,54996,RENT,8,EDUCATION,7200,,0,0.13,3,N
8079,22,54996,RENT,5,DEBTCONSOLIDATION,7200,7.66,0,0.13,2,N
8080,25,55000,RENT,1,MEDICAL,7200,7.9,0,0.13,2,N
8081,25,49700,RENT,2,PERSONAL,7200,10.38,1,0.14,2,N
8082,23,50000,RENT,7,MEDICAL,7200,17.58,1,0.14,2,Y
8083,23,51000,RENT,3,DEBTCONSOLIDATION,7200,14.67,1,0.14,3,N
8084,22,59000,RENT,2,EDUCATION,7200,8,0,0.12,3,N
8085,24,55152,MORTGAGE,8,PERSONAL,16000,11.49,0,0.29,2,N
8086,24,60000,RENT,2,VENTURE,7200,8.49,0,0.12,2,N
8087,25,55200,MORTGAGE,5,EDUCATION,4225,12.42,0,0.08,2,N
8088,26,60000,RENT,0,VENTURE,7200,11.14,0,0.12,2,N
8089,25,60000,RENT,3,HOMEIMPROVEMENT,7200,13.48,0,0.12,4,Y
8090,22,60000,RENT,0,EDUCATION,7200,12.87,0,0.12,3,Y
8091,22,49200,MORTGAGE,6,MEDICAL,6500,12.68,1,0.13,2,Y
8092,23,60000,RENT,5,EDUCATION,7200,13.22,0,0.12,4,N
8093,21,55200,MORTGAGE,5,VENTURE,8900,6.17,0,0.16,2,N
8094,23,60036,RENT,7,MEDICAL,7200,9.91,0,0.12,4,N
8095,24,49200,MORTGAGE,8,MEDICAL,2500,,1,0.05,2,N
8096,21,60675,RENT,5,PERSONAL,7200,14.72,0,0.12,2,Y
8097,21,61490,RENT,5,EDUCATION,7200,10.99,0,0.12,3,N
8098,23,55200,MORTGAGE,2,DEBTCONSOLIDATION,2000,11.86,0,0.04,3,N
8099,23,55200,MORTGAGE,7,EDUCATION,4000,10.08,0,0.07,4,N
8100,25,63000,RENT,9,EDUCATION,7200,7.88,0,0.11,3,N
8101,23,64000,RENT,0,MEDICAL,7200,15.96,0,0.11,3,N
8102,26,55316,OWN,10,HOMEIMPROVEMENT,6000,5.42,0,0.11,3,N
8103,25,67500,RENT,2,EDUCATION,7200,7.88,0,0.11,4,N
8104,24,55400,MORTGAGE,8,VENTURE,11000,7.29,0,0.2,3,N
8105,23,62000,RENT,3,EDUCATION,7200,7.9,1,0.12,3,N
8106,23,68400,RENT,7,EDUCATION,7200,14.72,0,0.11,2,N
8107,26,49493,MORTGAGE,6,VENTURE,15250,13.11,1,0.31,3,Y
8108,25,71604,RENT,0,EDUCATION,7200,10.95,0,0.1,4,N
8109,22,75000,RENT,2,VENTURE,7200,13.61,0,0.1,4,N
8110,22,55500,MORTGAGE,6,MEDICAL,3000,7.37,0,0.05,2,N
8111,24,55530,MORTGAGE,8,HOMEIMPROVEMENT,8000,5.99,0,0.14,4,N
8112,21,55530,MORTGAGE,5,EDUCATION,3200,6.62,0,0.06,4,N
8113,23,49530,MORTGAGE,7,DEBTCONSOLIDATION,16000,14.54,1,0.32,2,Y
8114,26,76668,RENT,10,EDUCATION,7200,9.63,0,0.09,3,N
8115,23,80000,RENT,3,DEBTCONSOLIDATION,7200,8.9,0,0.09,2,N
8116,23,80500,RENT,5,DEBTCONSOLIDATION,7200,9.25,0,0.09,4,N
8117,21,84000,RENT,5,VENTURE,7200,8.49,0,0.09,2,N
8118,24,55600,MORTGAGE,2,HOMEIMPROVEMENT,11700,13.57,0,0.21,2,Y
8119,24,55605,MORTGAGE,8,MEDICAL,6500,10.99,0,0.12,2,N
8120,23,49635,MORTGAGE,6,PERSONAL,12000,7.29,1,0.24,3,N
8121,24,55680,MORTGAGE,4,DEBTCONSOLIDATION,7875,10.65,0,0.14,3,N
8122,25,73000,RENT,2,PERSONAL,7200,14.96,1,0.1,3,N
8123,25,88500,RENT,3,DEBTCONSOLIDATION,7200,13.47,0,0.08,3,N
8124,25,55800,MORTGAGE,9,MEDICAL,3500,14.17,0,0.06,3,Y
8125,25,55800,MORTGAGE,1,PERSONAL,4000,10.75,0,0.07,2,N
8126,24,55800,MORTGAGE,0,VENTURE,3200,7.68,0,0.06,3,N
8127,23,55812,MORTGAGE,4,MEDICAL,21825,11.36,0,0.39,2,N
8128,26,90000,RENT,1,DEBTCONSOLIDATION,7200,9.91,0,0.08,2,N
8129,26,55900,MORTGAGE,5,PERSONAL,18200,14.26,0,0.33,4,N
8130,25,49963,MORTGAGE,9,EDUCATION,2100,11.49,1,0.04,3,N
8131,23,49980,MORTGAGE,7,MEDICAL,4800,10.37,1,0.1,2,N
8132,24,56000,MORTGAGE,8,DEBTCONSOLIDATION,12000,,0,0.21,3,N
8133,23,93000,RENT,1,DEBTCONSOLIDATION,7200,6.92,0,0.08,2,N
8134,23,105000,RENT,7,PERSONAL,7200,11.71,0,0.07,4,N
8135,22,56000,MORTGAGE,3,EDUCATION,10075,16.29,0,0.18,4,Y
8136,25,56000,MORTGAGE,5,PERSONAL,10250,14.65,0,0.18,4,Y
8137,26,111000,RENT,1,HOMEIMPROVEMENT,7200,12.18,0,0.06,3,N
8138,26,56000,MORTGAGE,9,HOMEIMPROVEMENT,10000,12.42,0,0.18,2,N
8139,23,56000,MORTGAGE,7,VENTURE,7200,6.03,0,0.13,2,N
8140,24,56000,MORTGAGE,8,MEDICAL,12250,6.03,0,0.22,4,N
8141,25,135000,RENT,6,HOMEIMPROVEMENT,7200,9.91,0,0.05,3,N
8142,25,149000,RENT,9,MEDICAL,7200,,0,0.05,2,N
8143,25,62467,RENT,1,HOMEIMPROVEMENT,7250,10.65,0,0.12,4,N
8144,26,56000,MORTGAGE,2,DEBTCONSOLIDATION,6000,15.23,0,0.11,4,N
8145,24,80000,RENT,6,VENTURE,7250,5.42,0,0.09,2,N
8146,24,56000,OWN,8,VENTURE,2000,6.99,0,0.04,3,N
8147,25,26729,RENT,5,MEDICAL,7300,11.14,0,0.27,3,N
8148,23,56000,MORTGAGE,4,DEBTCONSOLIDATION,13600,15.23,0,0.24,4,Y
8149,24,56000,MORTGAGE,3,VENTURE,2000,10.99,0,0.04,4,N
8150,24,56000,MORTGAGE,4,HOMEIMPROVEMENT,19125,13.99,0,0.34,3,Y
8151,25,50000,MORTGAGE,6,PERSONAL,12800,7.49,1,0.26,4,N
8152,22,56000,MORTGAGE,4,MEDICAL,9000,10.59,0,0.16,2,N
8153,26,37086,RENT,7,DEBTCONSOLIDATION,7300,7.88,0,0.2,4,N
8154,23,38000,RENT,1,MEDICAL,7300,,0,0.19,2,N
8155,24,56000,MORTGAGE,3,EDUCATION,15000,8.49,0,0.27,2,N
8156,26,41400,RENT,5,DEBTCONSOLIDATION,7300,9.45,0,0.18,4,N
8157,24,56000,MORTGAGE,8,EDUCATION,10000,7.49,0,0.18,3,N
8158,22,45999,RENT,1,VENTURE,7300,7.88,0,0.16,2,N
8159,23,50000,MORTGAGE,7,MEDICAL,7500,15.62,1,0.15,3,N
8160,25,56000,MORTGAGE,,EDUCATION,5000,5.42,0,0.09,3,N
8161,25,56000,MORTGAGE,9,VENTURE,12375,11.49,0,0.22,4,N
8162,21,50000,RENT,4,EDUCATION,7300,11.71,0,0.15,3,N
8163,24,56000,MORTGAGE,2,EDUCATION,5250,12.87,0,0.09,2,N
8164,24,56000,MORTGAGE,5,MEDICAL,17400,5.99,0,0.31,2,N
8165,25,53600,RENT,1,EDUCATION,7300,8,0,0.14,4,N
8166,23,96000,RENT,7,EDUCATION,7300,8.49,0,0.08,4,N
8167,23,56000,MORTGAGE,4,VENTURE,6000,5.99,0,0.11,2,N
8168,22,56000,MORTGAGE,3,DEBTCONSOLIDATION,20000,10.99,0,0.36,4,N
8169,23,42000,RENT,1,VENTURE,7325,12.69,0,0.17,3,N
8170,24,12480,RENT,1,VENTURE,7350,6.92,1,0.59,2,N
8171,25,32500,RENT,5,MEDICAL,7350,13.43,0,0.23,3,Y
8172,24,33000,RENT,1,MEDICAL,7350,11.71,0,0.22,3,N
8173,23,56000,OWN,7,EDUCATION,20000,,0,0.36,3,N
8174,23,42000,RENT,4,EDUCATION,7400,,0,0.18,3,N
8175,25,42000,RENT,0,EDUCATION,7400,16.32,1,0.18,4,N
8176,24,43995,RENT,,PERSONAL,7400,13.99,1,0.17,4,Y
8177,21,56000,MORTGAGE,6,MEDICAL,5600,10.37,0,0.1,4,N
8178,25,57996,RENT,5,EDUCATION,7400,10.36,0,0.13,2,N
8179,25,62000,RENT,0,DEBTCONSOLIDATION,7400,6.99,0,0.12,2,N
8180,26,56000,MORTGAGE,10,EDUCATION,6000,5.42,0,0.11,4,N
8181,24,72000,RENT,5,EDUCATION,7400,15.65,0,0.1,3,Y
8182,26,56000,MORTGAGE,10,EDUCATION,15000,14.35,0,0.27,2,N
8183,22,34359,RENT,6,EDUCATION,7475,9.63,0,0.22,2,N
8184,21,12720,RENT,1,EDUCATION,7500,7.05,1,0.59,4,N
8185,23,56000,MORTGAGE,4,EDUCATION,3000,6.76,0,0.05,3,N
8186,24,56000,OWN,8,EDUCATION,2000,11.49,0,0.04,2,N
8187,22,56000,MORTGAGE,6,PERSONAL,4750,7.14,0,0.08,2,N
8188,24,20796,RENT,2,VENTURE,7500,7.88,1,0.36,3,N
8189,23,56000,MORTGAGE,6,DEBTCONSOLIDATION,5500,7.51,0,0.1,4,N
8190,22,56000,MORTGAGE,5,MEDICAL,12000,10.99,0,0.21,2,N
8191,23,21000,RENT,6,DEBTCONSOLIDATION,7500,6.91,1,0.36,4,N
8192,23,56000,OWN,2,MEDICAL,15000,10.62,0,0.27,3,N
8193,23,21360,RENT,0,PERSONAL,7500,7.14,1,0.35,3,N
8194,25,21500,RENT,2,MEDICAL,7500,11.34,1,0.35,2,N
8195,22,22596,RENT,4,MEDICAL,7500,9.76,1,0.33,4,N
8196,24,23196,RENT,1,EDUCATION,7500,13.24,1,0.32,2,N
8197,25,24996,RENT,3,EDUCATION,7500,12.98,0,0.3,3,Y
8198,26,56000,MORTGAGE,0,HOMEIMPROVEMENT,8000,11.14,0,0.14,4,N
8199,22,25000,RENT,0,PERSONAL,7500,7.51,0,0.3,4,N
8200,24,56000,MORTGAGE,5,VENTURE,13000,8.94,0,0.23,3,N
8201,22,25200,RENT,7,MEDICAL,7500,14.96,1,0.3,3,N
8202,26,26000,RENT,2,PERSONAL,7500,12.18,0,0.29,2,N
8203,23,56000,MORTGAGE,1,MEDICAL,10000,8.59,0,0.18,3,N
8204,23,56000,MORTGAGE,7,PERSONAL,13750,18.43,0,0.25,2,N
8205,23,26400,RENT,8,VENTURE,7500,12.73,0,0.28,4,N
8206,21,27600,RENT,4,EDUCATION,7500,6.76,0,0.27,4,N
8207,25,28128,RENT,2,EDUCATION,7500,15.33,1,0.27,3,Y
8208,21,30000,RENT,5,VENTURE,7500,9.99,0,0.25,4,N
8209,23,30000,RENT,3,DEBTCONSOLIDATION,7500,,0,0.25,4,N
8210,24,30000,RENT,8,EDUCATION,7500,5.79,0,0.25,2,N
8211,23,56000,MORTGAGE,7,PERSONAL,4500,11.83,0,0.08,4,N
8212,26,56000,MORTGAGE,11,MEDICAL,12000,11.89,0,0.21,3,N
8213,21,30000,RENT,5,EDUCATION,7500,11.83,0,0.25,4,N
8214,26,30000,RENT,1,PERSONAL,7500,14.75,1,0.25,3,N
8215,23,30000,RENT,1,PERSONAL,7500,13.24,1,0.25,3,Y
8216,23,56000,MORTGAGE,3,MEDICAL,7500,13.79,0,0.13,3,Y
8217,21,30028,RENT,5,MEDICAL,7500,10.75,0,0.25,4,N
8218,22,31200,RENT,3,PERSONAL,7500,9.91,0,0.24,4,N
8219,22,31875,RENT,3,EDUCATION,7500,13.11,0,0.24,2,N
8220,26,32000,RENT,1,MEDICAL,7500,13.79,0,0.23,3,Y
8221,22,33000,RENT,2,EDUCATION,7500,,0,0.23,4,N
8222,26,34000,RENT,5,DEBTCONSOLIDATION,7500,7.9,1,0.22,3,N
8223,23,56004,MORTGAGE,0,EDUCATION,10000,13.61,0,0.18,4,N
8224,22,56004,MORTGAGE,6,MEDICAL,6000,11.86,0,0.11,3,N
8225,22,56004,MORTGAGE,6,MEDICAL,6000,7.88,0,0.11,4,N
8226,22,56004,OWN,5,EDUCATION,12000,13.98,0,0.21,3,N
8227,22,56004,MORTGAGE,6,DEBTCONSOLIDATION,2000,7.51,0,0.04,4,N
8228,22,34404,RENT,2,HOMEIMPROVEMENT,7500,15.05,1,0.22,2,N
8229,26,56004,MORTGAGE,10,EDUCATION,20000,13.57,0,0.36,4,Y
8230,26,56004,MORTGAGE,3,EDUCATION,13000,8.59,0,0.23,3,N
8231,26,56004,OWN,2,MEDICAL,10000,9.32,0,0.18,3,N
8232,23,34780,RENT,5,PERSONAL,7500,12.61,0,0.22,4,N
8233,25,35000,RENT,2,DEBTCONSOLIDATION,7500,10.99,0,0.21,2,N
8234,21,29004,RENT,0,MEDICAL,7500,,1,0.26,2,Y
8235,24,50160,MORTGAGE,2,EDUCATION,6000,15.62,1,0.12,2,N
8236,23,56160,MORTGAGE,2,PERSONAL,3050,10.59,0,0.05,2,N
8237,25,36000,RENT,0,DEBTCONSOLIDATION,7500,13.49,0,0.21,4,N
8238,26,36000,RENT,10,VENTURE,7500,10.59,0,0.21,3,N
8239,26,30320,RENT,2,PERSONAL,7500,12.18,1,0.25,3,N
8240,22,56368,MORTGAGE,5,EDUCATION,6000,12.99,0,0.11,2,N
8241,22,36750,RENT,6,EDUCATION,7500,14.84,0,0.2,3,N
8242,25,50400,MORTGAGE,9,DEBTCONSOLIDATION,12000,16.89,1,0.24,4,N
8243,22,56400,MORTGAGE,6,EDUCATION,17300,15.62,0,0.31,4,N
8244,21,56400,OWN,5,VENTURE,5000,6.54,0,0.09,2,N
8245,23,56400,MORTGAGE,,EDUCATION,4000,11.49,0,0.07,4,N
8246,25,37676,RENT,6,PERSONAL,7500,8.32,0,0.2,4,N
8247,22,38000,RENT,5,PERSONAL,7500,5.79,0,0.2,4,N
8248,23,38000,RENT,0,MEDICAL,7500,7.88,0,0.2,4,N
8249,26,38400,RENT,10,MEDICAL,7500,17.58,0,0.2,2,N
8250,22,32400,RENT,6,VENTURE,7500,14.27,1,0.23,2,N
8251,23,56500,MORTGAGE,7,MEDICAL,9800,,0,0.17,2,N
8252,23,39975,RENT,0,PERSONAL,7500,,0,0.19,2,Y
8253,22,39996,RENT,0,PERSONAL,7500,11.86,0,0.19,3,N
8254,23,40000,RENT,7,VENTURE,7500,12.69,0,0.19,2,N
8255,21,56532,MORTGAGE,,EDUCATION,16000,7.88,0,0.28,3,N
8256,24,56533,MORTGAGE,,HOMEIMPROVEMENT,20000,11.11,0,0.35,2,N
8257,23,56600,OWN,3,MEDICAL,12000,10.38,0,0.21,2,N
8258,24,40000,RENT,1,PERSONAL,7500,5.79,0,0.19,4,N
8259,22,56650,MORTGAGE,2,MEDICAL,6500,10.65,0,0.11,2,N
8260,25,56655,MORTGAGE,9,VENTURE,20000,13.61,0,0.35,2,N
8261,23,56700,MORTGAGE,7,EDUCATION,12000,5.42,0,0.21,2,N
8262,26,56700,MORTGAGE,3,DEBTCONSOLIDATION,6000,9.63,0,0.11,4,N
8263,24,40000,RENT,0,DEBTCONSOLIDATION,7500,11.36,0,0.19,4,N
8264,26,56810,MORTGAGE,10,DEBTCONSOLIDATION,2500,,0,0.04,3,Y
8265,22,34000,RENT,2,MEDICAL,7500,12.53,1,0.22,4,Y
8266,25,56900,MORTGAGE,9,PERSONAL,25000,7.51,0,0.44,3,N
8267,23,56900,MORTGAGE,7,MEDICAL,11200,,0,0.2,3,N
8268,22,56902,MORTGAGE,6,DEBTCONSOLIDATION,12000,7.14,0,0.21,4,N
8269,23,56996,OWN,2,VENTURE,9575,9.63,0,0.17,4,N
8270,22,40906,RENT,4,VENTURE,7500,9.63,0,0.18,2,N
8271,26,42000,RENT,0,DEBTCONSOLIDATION,7500,10.25,0,0.18,4,N
8272,21,57000,OWN,5,PERSONAL,8000,10.65,0,0.14,3,N
8273,22,57000,MORTGAGE,4,EDUCATION,12875,7.9,0,0.23,2,N
8274,24,57000,MORTGAGE,0,MEDICAL,2400,12.69,0,0.04,4,N
8275,23,42000,RENT,1,PERSONAL,7500,10.33,0,0.18,4,N
8276,23,36000,RENT,1,PERSONAL,7500,12.61,1,0.21,2,Y
8277,22,57000,MORTGAGE,6,PERSONAL,11425,9.91,0,0.2,4,N
8278,22,42500,RENT,0,EDUCATION,7500,7.9,0,0.18,2,N
8279,21,37260,RENT,1,HOMEIMPROVEMENT,7500,14.84,1,0.2,2,Y
8280,25,57000,MORTGAGE,5,PERSONAL,13000,8.9,0,0.23,2,N
8281,22,44000,RENT,0,PERSONAL,7500,8.32,0,0.17,3,N
8282,22,57000,MORTGAGE,6,VENTURE,7200,,0,0.13,2,N
8283,25,51000,MORTGAGE,9,DEBTCONSOLIDATION,5500,16.77,1,0.11,2,Y
8284,22,57000,MORTGAGE,2,MEDICAL,5950,13.49,0,0.1,3,Y
8285,25,39000,RENT,9,MEDICAL,7500,15.62,1,0.19,2,Y
8286,26,57000,MORTGAGE,6,MEDICAL,9000,12.99,0,0.16,4,Y
8287,26,57000,MORTGAGE,10,VENTURE,14000,5.42,0,0.25,4,N
8288,21,57000,MORTGAGE,5,VENTURE,14400,,0,0.25,2,Y
8289,24,57000,MORTGAGE,8,HOMEIMPROVEMENT,19725,9.99,0,0.35,2,N
8290,23,45000,RENT,5,EDUCATION,7500,15.37,0,0.17,4,Y
8291,22,39000,RENT,1,VENTURE,7500,,1,0.19,4,Y
8292,24,57000,MORTGAGE,8,EDUCATION,6000,5.99,0,0.11,3,N
8293,26,57000,MORTGAGE,4,EDUCATION,12000,13.49,0,0.21,2,Y
8294,22,57000,MORTGAGE,1,VENTURE,3200,5.99,0,0.06,4,N
8295,26,45450,RENT,2,MEDICAL,7500,11.14,0,0.17,3,N
8296,22,45600,RENT,6,EDUCATION,7500,,0,0.16,4,N
8297,23,57000,MORTGAGE,0,VENTURE,20000,11.99,0,0.35,2,N
8298,26,46800,RENT,6,DEBTCONSOLIDATION,7500,9.99,0,0.16,3,N
8299,21,47500,RENT,2,DEBTCONSOLIDATION,7500,10.99,0,0.16,2,N
8300,23,57000,MORTGAGE,7,PERSONAL,9250,5.99,0,0.16,4,N
8301,25,57000,OWN,9,MEDICAL,12000,10.59,0,0.21,3,N
8302,23,48000,RENT,4,MEDICAL,7500,5.79,0,0.16,4,N
8303,22,42000,RENT,7,DEBTCONSOLIDATION,7500,17.04,1,0.18,2,N
8304,25,48000,RENT,9,DEBTCONSOLIDATION,7500,12.53,0,0.16,3,N
8305,23,57000,MORTGAGE,1,MEDICAL,4200,12.68,0,0.07,4,Y
8306,24,57000,MORTGAGE,5,EDUCATION,8000,5.42,0,0.14,3,N
8307,24,57000,MORTGAGE,8,VENTURE,14000,14.91,0,0.25,4,N
8308,23,57000,MORTGAGE,5,VENTURE,18000,11.11,0,0.32,2,N
8309,25,48659,RENT,4,EDUCATION,7500,,0,0.15,4,N
8310,23,57000,MORTGAGE,6,PERSONAL,7000,,0,0.12,2,N
8311,22,49000,RENT,7,PERSONAL,7500,6.62,0,0.15,3,N
8312,25,57000,MORTGAGE,5,HOMEIMPROVEMENT,11200,14.46,0,0.2,4,Y
8313,22,43000,RENT,1,VENTURE,7500,14.96,1,0.17,3,N
8314,21,44000,RENT,5,MEDICAL,7500,7.9,1,0.17,3,N
8315,25,50000,RENT,3,PERSONAL,7500,10.99,0,0.15,2,N
8316,23,57000,MORTGAGE,6,EDUCATION,17500,14.09,0,0.31,3,Y
8317,26,44000,RENT,0,HOMEIMPROVEMENT,7500,16.4,1,0.17,3,N
8318,22,50000,RENT,1,MEDICAL,7500,8.94,0,0.15,3,N
8319,25,44000,RENT,7,MEDICAL,7500,13.92,1,0.17,3,N
8320,23,44000,RENT,0,VENTURE,7500,16,1,0.17,4,N
8321,22,51000,MORTGAGE,3,HOMEIMPROVEMENT,12000,11.86,1,0.24,3,N
8322,24,50000,RENT,2,HOMEIMPROVEMENT,7500,10.01,0,0.15,3,N
